biomeDivision_raw2clean.R script: 5 seconds
muniDivision_raw2clean.R script: 16 seconds
priorityList_raw2clean.R script: 2 seconds
prodesAmazon_raw2clean.R script: 6 seconds
masterfile_raw2clean.R script: 37 seconds
