regression_did_analysis.R script: 4 seconds
supportingStats_analysis.R script: 0 seconds
fig1_eventStudyBalanced_analysis.R script: 0 seconds
tab1_summaryStat_analysis.R script: 0 seconds
figA1_eventStudyUnbalanced_analysis.R script: 0 seconds
masterfile_analysis.R script: 14 seconds
